name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,month,revenue
Newsies,PG,Drama,1992,6.9,19000,Kenny Ortega,Bob Tzudiker,Christian Bale,United States,15000000,2819485,Touchwood Pacific Partners 1,April,-12180515
Malcolm X,PG-13,Biography,1992,7.7,89000,Spike Lee,Alex Haley,Denzel Washington,Japan,33000000,48169910,Largo International N.V.,November,15169910
Patriot Games,R,Action,1992,6.9,106000,Phillip Noyce,Tom Clancy,Harrison Ford,United States,45000000,178051587,Mace Neufeld Productions,June,133051587
Dead Alive,R,Comedy,1992,7.5,93000,Peter Jackson,Stephen Sinclair,Timothy Balme,New Zealand,3000000,242623,WingNut Films,February,-2757377
Poison Ivy,R,Drama,1992,5.4,18000,Katt Shea,Melissa Goddard,Drew Barrymore,United States,3000000,1829804,New Line Cinema,May,-1170196
Sneakers,PG-13,Comedy,1992,7.1,54000,Phil Alden Robinson,Phil Alden Robinson,Robert Redford,United States,23000000,105232691,Parkes/Lasker productions,September,82232691
The Lawnmower Man,R,Horror,1992,5.4,34000,Brett Leonard,Stephen King,Jeff Fahey,United Kingdom,10000000,32100816,Allied Vision,March,22100816
The Player,R,Comedy,1992,7.5,56000,Robert Altman,Michael Tolkin,Tim Robbins,United States,8000000,21706101,Avenue Pictures,May,13706101
Encino Man,PG,Comedy,1992,5.8,38000,Les Mayfield,George Zaloom,Sean Astin,United States,7000000,40693477,Encino Man Productions,May,33693477
White Men Can't Jump,R,Comedy,1992,6.8,78000,Ron Shelton,Ron Shelton,Wesley Snipes,United States,NA,90753806,Twentieth Century Fox,March,NA
Lethal Weapon 3,R,Action,1992,6.7,160000,Richard Donner,Jeffrey Boam,Mel Gibson,United States,35000000,321731527,Warner Bros.,May,286731527
American Me,R,Biography,1992,7.2,8600,Edward James Olmos,Floyd Mutrux,Edward James Olmos,United States,16000000,13086430,Hivemind,March,-2913570
El Mariachi,R,Action,1992,6.9,64000,Robert Rodriguez,Robert Rodriguez,Carlos Gallardo,Mexico,7000,2040920,Columbia Pictures,February,2033920
Bitter Moon,R,Drama,1992,7.2,37000,Roman Polanski,Pascal Bruckner,Hugh Grant,France,5000000,1862805,Canal+,March,-3137195
Pet Sematary II,R,Fantasy,1992,4.9,20000,Mary Lambert,Richard Outten,Edward Furlong,United States,8000000,17092453,Paramount Pictures,August,9092453
Bad Lieutenant,NC-17,Crime,1992,7.1,40000,Abel Ferrara,Zoë Lund,Harvey Keitel,United States,1000000,2038916,Bad Lt. Productions,December,1038916
Singles,PG-13,Comedy,1992,6.7,28000,Cameron Crowe,Cameron Crowe,Bridget Fonda,United States,NA,18471850,Warner Bros.,September,NA
FernGully: The Last Rainforest,G,Animation,1992,6.5,28000,Bill Kroyer,Jim Cox,Samantha Mathis,Australia,24000000,32710894,FAI Films,April,8710894
HouseSitter,PG,Comedy,1992,6.1,23000,Frank Oz,Mark Stein,Steve Martin,United States,26000000,94900635,Imagine Entertainment,June,68900635
School Ties,PG-13,Drama,1992,6.9,23000,Robert Mandel,Dick Wolf,Brendan Fraser,United States,18000000,14715067,Paramount Pictures,September,-3284933
Hoffa,R,Biography,1992,6.6,22000,Danny DeVito,David Mamet,Jack Nicholson,United States,35000000,29302121,Twentieth Century Fox,December,-5697879
Juice,R,Action,1992,7.1,25000,Ernest R. Dickerson,Ernest R. Dickerson,Omar Epps,United States,5000000,20146880,Island World,January,15146880
Damage,R,Drama,1992,6.8,17000,Louis Malle,David Hare,Jeremy Irons,United Kingdom,NA,7532911,Nouvelles Éditions de Films (NEF),January,NA
Forever Young,PG,Drama,1992,6.3,45000,Steve Miner,J.J. Abrams,Mel Gibson,United States,NA,127956187,Warner Bros.,December,NA
Man Bites Dog,NC-17,Comedy,1992,7.5,37000,Rémy Belvaux,Rémy Belvaux,Benoît Poelvoorde,Belgium,NA,205569,Les Artistes Anonymes,January,NA
3 Ninjas,PG,Action,1992,5.3,21000,Jon Turteltaub,Kenny Kim,Victor Wong,United States,6500000,29000301,Touchstone Pictures,August,22500301
Hellraiser III: Hell on Earth,R,Horror,1992,5.5,28000,Anthony Hickox,Peter Atkins,Terry Farrell,United States,5000000,12534961,Fifth Avenue Entertainment,September,7534961
Body of Evidence,R,Drama,1992,4.5,14000,Uli Edel,Brad Mirman,Madonna,Germany,30000000,13273595,Constantin Film,January,-16726405
"Honey, I Blew Up the Kid",PG,Adventure,1992,4.9,42000,Randal Kleiser,Stuart Gordon,Rick Moranis,United States,40000000,58662452,Touchwood Pacific Partners 1,July,18662452
Captain Ron,PG-13,Adventure,1992,5.8,21000,Thom Eberhardt,John Dwyer,Kurt Russell,United States,24000000,22518097,Touchstone Pictures,September,-1481903
The Cutting Edge,PG,Comedy,1992,6.9,19000,Paul Michael Glaser,Tony Gilroy,D.B. Sweeney,United States,NA,25105517,Metro-Goldwyn-Mayer (MGM),March,NA
Passenger 57,R,Action,1992,5.9,46000,Kevin Hooks,Stewart Raffill,Wesley Snipes,United States,15000000,44065653,Warner Bros.,November,29065653
"Jamón, Jamón",R,Comedy,1992,6.4,13000,Bigas Luna,Cuca Canals,Penélope Cruz,Spain,NA,NA,Lolafilms,February,NA
Children of the Corn II: the Final Sacrifice,R,Horror,1992,4.3,7900,David Price,A L Katz,Terence Knox,United States,900000,6980986,Fifth Avenue Entertainment,January,6080986
Ladybugs,PG-13,Comedy,1992,5.5,9100,Sidney J. Furie,Curtis Burch,Rodney Dangerfield,United States,NA,14796494,Ladybugs,March,NA
Radio Flyer,PG-13,Drama,1992,7,13000,Richard Donner,David Mickey Evans,Lorraine Bracco,United States,35000000,4651977,Columbia Pictures,February,-30348023
Strictly Ballroom,PG,Comedy,1992,7.2,26000,Baz Luhrmann,Baz Luhrmann,Paul Mercurio,Australia,NA,11749595,Beyond Films,February,NA
Raising Cain,R,Crime,1992,6.1,15000,Brian De Palma,Brian De Palma,John Lithgow,United States,12000000,37170057,Pacific Western,August,25170057
Orlando,PG-13,Biography,1992,7.2,15000,Sally Potter,Virginia Woolf,Tilda Swinton,United Kingdom,4000000,5378172,Adventure Pictures,June,1378172
Gladiator,R,Action,1992,6.5,8500,Rowdy Herrington,Djordje Milicevic,James Marshall,United States,20000000,9223441,Columbia Pictures,March,-10776559
Split Second,R,Action,1992,6.2,13000,Tony Maylam,Gary Scott Thompson,Rutger Hauer,United Kingdom,7000000,5430822,Challenge Film Corporation,May,-1569178
Tom and Jerry: The Movie,G,Animation,1992,5.4,10000,Phil Roman,Dennis Marks,Richard Kind,United States,8000000,3560469,Turner Pictures (I),July,-4439531
Toys,PG-13,Adventure,1992,5.1,31000,Barry Levinson,Valerie Curtin,Robin Williams,United States,43000000,23278931,Baltimore Pictures,December,-19721069
Romper Stomper,R,Crime,1992,6.8,38000,Geoffrey Wright,Geoffrey Wright,Russell Crowe,Australia,NA,175340,Film Victoria,November,NA
1492: Conquest of Paradise,PG-13,Adventure,1992,6.5,29000,Ridley Scott,Rose Bosch,Gérard Depardieu,United Kingdom,47000000,7191399,Gaumont,October,-39808601
Pure Country,PG,Drama,1992,7,4100,Christopher Cain,Rex McGee,George Strait,United States,10000000,15164458,Warner Bros.,October,5164458
Boomerang,R,Comedy,1992,5.5,27000,Reginald Hudlin,Barry W. Blaustein,Eddie Murphy,United States,42000000,131052444,Paramount Pictures,July,89052444
The Power of One,PG-13,Drama,1992,7.2,9500,John G. Avildsen,Bryce Courtenay,Stephen Dorff,Australia,18000000,2827107,Alcor Films,March,-15172893
Dr. Giggles,R,Comedy,1992,5.2,5900,Manny Coto,Manny Coto,Larry Drake,United States,NA,8403433,Dark Horse Entertainment,October,NA
Sidekicks,PG,Action,1992,5.1,8000,Aaron Norris,Lou Illar,Chuck Norris,United States,NA,17180393,Gallery Films,April,NA
Medicine Man,PG-13,Adventure,1992,6,22000,John McTiernan,Tom Schulman,Sean Connery,United States,40000000,45500797,Hollywood Pictures,February,5500797
Honeymoon in Vegas,PG-13,Comedy,1992,5.8,17000,Andrew Bergman,Andrew Bergman,James Caan,United States,25000000,35208854,Castle Rock Entertainment,August,10208854
Thunderheart,R,Crime,1992,6.8,15000,Michael Apted,John Fusco,Val Kilmer,United States,15000000,22660758,TriStar Pictures,April,7660758
Stop! Or My Mom Will Shoot,PG-13,Action,1992,4.3,39000,Roger Spottiswoode,Blake Snyder,Sylvester Stallone,United States,45000000,70611210,Northern Lights Entertainment,February,25611210
Innocent Blood,R,Action,1992,6.2,9500,John Landis,Michael Wolk,Anne Parillaud,United States,20000000,4943279,Warner Bros.,September,-15056721
Unlawful Entry,R,Crime,1992,6.3,15000,Jonathan Kaplan,George Putnam,Kurt Russell,Japan,NA,57138719,Largo Entertainment,June,NA
Lorenzo's Oil,PG-13,Biography,1992,7.3,21000,George Miller,George Miller,Nick Nolte,United States,30000000,7286388,Universal Pictures,January,-22713612
Final Analysis,R,Drama,1992,5.9,14000,Phil Joanou,Robert Berger,Richard Gere,United States,32000000,28590665,Warner Bros.,February,-3409335
One False Move,R,Crime,1992,7.1,11000,Carl Franklin,Billy Bob Thornton,Bill Paxton,United States,NA,1543112,IRS Media,May,NA
Stay Tuned,PG,Adventure,1992,6.2,11000,Peter Hyams,Tom S. Parker,John Ritter,United States,25000000,10736401,Morgan Creek Entertainment,August,-14263599
Consenting Adults,R,Crime,1992,5.7,7000,Alan J. Pakula,Matthew Chapman,Kevin Kline,United States,18000000,21591728,Hollywood Pictures,October,3591728
Fortress,R,Action,1992,5.9,28000,Stuart Gordon,Troy Neighbors,Christopher Lambert,Australia,8000000,6739141,Davis Entertainment,September,-1260859
Once Upon a Crime...,PG,Comedy,1992,5.9,4100,Eugene Levy,Rodolfo Sonego,John Candy,United States,18000000,8669847,Ascot Film,March,-9330153
Mom and Dad Save the World,PG,Adventure,1992,5.4,4400,Greg Beeman,Chris Matheson,Teri Garr,United States,14000000,2034470,Home Box Office (HBO),July,-11965530
Supercop,R,Action,1992,6.9,20000,Stanley Tong,Edward Tang,Jackie Chan,Hong Kong,900000,16270600,Golden Harvest Company,July,15370600
Jennifer 8,R,Crime,1992,6.3,16000,Bruce Robinson,Bruce Robinson,Andy Garcia,Canada,20000000,11390479,Paramount Pictures,November,-8609521
Bébé's Kids,PG-13,Animation,1992,5.8,4900,Bruce W. Smith,Robin Harris,Faizon Love,United States,NA,8442162,Hyperion Pictures,July,NA
Memoirs of an Invisible Man,PG-13,Comedy,1992,6,23000,John Carpenter,H.F. Saint,Chevy Chase,United States,40000000,14358033,Warner Bros.,February,-25641967
Peter's Friends,R,Comedy,1992,7,11000,Kenneth Branagh,Rita Rudner,Hugh Laurie,United Kingdom,5000000,4058564,British Broadcasting Corporation (BBC),December,-941436
Freejack,R,Action,1992,5.4,15000,Geoff Murphy,Robert Sheckley,Emilio Estevez,United States,30000000,17129026,Morgan Creek Entertainment,January,-12870974
Como agua para chocolate,R,Drama,1992,7.1,17000,Alfonso Arau,Laura Esquivel,Marco Leonardi,Mexico,2000000,21744201,Consejo Nacional para la Cultura y las Artes (CONACULTA),May,19744201
Leap of Faith,PG-13,Comedy,1992,6.1,13000,Richard Pearce,Janus Cercone,Steve Martin,United States,NA,23369283,Paramount Pictures,December,NA
Noises Off...,PG-13,Comedy,1992,7.5,11000,Peter Bogdanovich,Michael Frayn,Michael Caine,United States,12000000,2280148,Touchstone Pictures,March,-9719852
Class Act,PG-13,Comedy,1992,6.1,7100,Randall Miller,Michael Swerdlick,Christopher Reid,United States,7500000,13272113,Warner Bros.,June,5772113
Diggstown,R,Drama,1992,7,7000,Michael Ritchie,Leonard Wise,James Woods,United States,17000000,4836637,Metro-Goldwyn-Mayer (MGM),August,-12163363
Indochine,PG-13,Drama,1992,7.1,9500,Régis Wargnier,Erik Orsenna,Catherine Deneuve,France,NA,5603158,Paradis Films,December,NA
Nemesis,R,Action,1992,5.4,5300,Albert Pyun,Rebecca Charles,Olivier Gruner,Denmark,NA,2001124,Imperial Entertainment,December,NA
Kuffs,PG-13,Action,1992,5.9,10000,Bruce A. Evans,Bruce A. Evans,Christian Slater,United States,10000000,21142815,Dino de Laurentiis Communications,January,11142815
Shining Through,R,Drama,1992,6.4,9400,David Seltzer,Susan Isaacs,Michael Douglas,United States,NA,43838238,Twentieth Century Fox,January,NA
Mo' Money,R,Action,1992,5.5,7200,Peter MacDonald,Damon Wayans,Damon Wayans,United States,10000000,40227006,Columbia Pictures,July,30227006
Husbands and Wives,R,Comedy,1992,7.5,28000,Woody Allen,Woody Allen,Woody Allen,United States,20000000,10555619,Jack Rollins & Charles H. Joffe Productions,September,-9444381
Trespass,R,Action,1992,6.3,10000,Walter Hill,Bob Gale,Bill Paxton,United States,14000000,13249535,Universal Pictures,December,-750465
Love Potion No. 9,PG-13,Comedy,1992,5.7,13000,Dale Launer,Dale Launer,Tate Donovan,United States,NA,754935,Penta Pictures,November,NA
Rapid Fire,R,Action,1992,6.3,8600,Dwight H. Little,Cindy Cirile,Brandon Lee,United States,10000000,14356479,Twentieth Century Fox,August,4356479
Wind,PG-13,Action,1992,6.4,2600,Carroll Ballard,Jeff Benjamin,Matthew Modine,United States,29000000,5519569,American Zoetrope,September,-23480431
Hero,PG-13,Comedy,1992,6.5,22000,Stephen Frears,Laura Ziskin,Dustin Hoffman,United States,42000000,19507345,Columbia Pictures,October,-22492655
South Central,R,Crime,1992,6.8,5400,Stephen Milburn Anderson,Stephen Milburn Anderson,Glenn Plummer,United States,4000000,1373196,Enchantment Films Inc.,September,-2626804
The Muppet Christmas Carol,G,Comedy,1992,7.7,51000,Brian Henson,Charles Dickens,Michael Caine,United States,12000000,32574382,Walt Disney Pictures,December,20574382
Un Coeur en Hiver,NA,Drama,1992,7.6,9300,Claude Sautet,Claude Sautet,Daniel Auteuil,France,NA,1605437,Film Par Film,June,NA
Tokyo Decadence,NC-17,Drama,1992,6,3000,Ryû Murakami,Ryû Murakami,Miho Nikaido,Japan,NA,277845,Cinemabrain,April,NA
Mr. Baseball,PG-13,Comedy,1992,6,10000,Fred Schepisi,Theo Pelletier,Tom Selleck,United States,40000000,20883046,DENTSU Music And Entertainment,October,-19116954
Love Crimes,R,Romance,1992,4.2,874,Lizzie Borden,Allan Moyle,Sean Young,United Kingdom,NA,2287928,Sovereign Pictures,January,NA
Naked Killer,R,Action,1992,6,2200,Clarence Fok,Jing Wong,Chingmy Yau,Hong Kong,NA,NA,Wong Jing's Workshop Ltd.,August,NA
CrissCross,R,Crime,1992,5.8,1800,Chris Menges,Scott Sommer,Goldie Hawn,United States,14000000,3052738,Hawn / Sylbert Movie Company,May,-10947262
Waterland,R,Drama,1992,6.6,2100,Stephen Gyllenhaal,Graham Swift,Jeremy Irons,United Kingdom,10000000,1100218,British Screen Productions,October,-8899782
The Distinguished Gentleman,R,Comedy,1992,5.9,15000,Jonathan Lynn,Marty Kaplan,Eddie Murphy,United States,50000000,46666502,Hollywood Pictures,December,-3333498
White Sands,R,Action,1992,6,7300,Roger Donaldson,Daniel Pyne,Willem Dafoe,United States,22000000,9011574,Morgan Creek Entertainment,April,-12988426
Belle Epoque,R,Comedy,1992,7.1,9700,Fernando Trueba,Rafael Azcona,Fernando Fernán Gómez,Spain,NA,5418216,Animatógrafo,February,NA
Swoon,R,Crime,1992,6.7,1600,Tom Kalin,Tom Kalin,Daniel Schlachet,United States,250000,NA,American Playhouse,September,NA
Knight Moves,R,Crime,1992,6.1,8100,Carl Schenkel,Brad Mirman,Christopher Lambert,United States,9000000,923418,Cineplex Odeon Films,January,-8076582
Light Sleeper,R,Crime,1992,6.8,6300,Paul Schrader,Paul Schrader,Willem Dafoe,United States,5000000,1055987,Carolco Pictures,March,-3944013
A Midnight Clear,R,Drama,1992,7.2,8500,Keith Gordon,William Wharton,Peter Berg,United States,5000000,1526697,A&M Films,April,-3473303
Bob Roberts,R,Comedy,1992,7,13000,Tim Robbins,Tim Robbins,Tim Robbins,United States,NA,4479470,Miramax,September,NA
Sarafina!,PG-13,Drama,1992,6.3,1900,Darrell Roodt,Mbongeni Ngema,Whoopi Goldberg,South Africa,NA,7306242,British Broadcasting Corporation (BBC),September,NA
For a Lost Soldier,Unrated,Drama,1992,7.5,4300,Roeland Kerbosch,Don Bloch,Maarten Smit,Netherlands,NA,NA,Sigma Film Productions,May,NA
In the Soup,R,Comedy,1992,7.1,3400,Alexandre Rockwell,Sollace Mitchell,Steve Buscemi,United States,NA,256249,Alliance Communications Corporation,August,NA
A Stranger Among Us,PG-13,Crime,1992,5.6,3600,Sidney Lumet,Robert J. Avrech,Melanie Griffith,United States,18000000,12282994,Hollywood Pictures,July,-5717006
Where the Day Takes You,R,Crime,1992,6.6,3200,Marc Rocco,Michael Hitchcock,Dermot Mulroney,United States,3000000,390152,Cinetel Films,September,-2609848
Passion Fish,R,Drama,1992,7.4,5200,John Sayles,John Sayles,Mary McDonnell,United States,3330000,4814619,Atchafalaya,December,1484619
That Night,PG-13,Drama,1992,6.6,2600,Craig Bolotin,Alice McDermott,C. Thomas Howell,France,NA,20194,Alcor Films,August,NA
Gas Food Lodging,R,Drama,1992,6.6,3700,Allison Anders,Allison Anders,Brooke Adams,United States,NA,1342613,Cineville,July,NA
American Heart,R,Crime,1992,6.7,3200,Martin Bell,Peter Silverman,Jeff Bridges,United States,10000000,384048,Avenue Pictures,May,-9615952
The Babe,PG,Biography,1992,5.9,9300,Arthur Hiller,John Fusco,John Goodman,United States,NA,19930973,Universal Pictures,April,NA
La sentinelle,NA,Drama,1992,6.6,745,Arnaud Desplechin,Arnaud Desplechin,Emmanuel Salinger,France,NA,NA,Why Not Productions,October,NA
Christopher Columbus: The Discovery,PG-13,Adventure,1992,4.5,2800,John Glen,Mario Puzo,Marlon Brando,United Kingdom,40000000,8251071,Christopher Columbus Productions,August,-31748929
Claire of the Moon,Unrated,Drama,1992,5.1,950,Nicole Conn,Nicole Conn,Trisha Todd,United States,130000,NA,Demi-Monde Productions,October,NA
Prelude to a Kiss,PG-13,Comedy,1992,5.6,7700,Norman René,Craig Lucas,Meg Ryan,United States,NA,22697691,Gruskoff/Levy Company,July,NA
The Best Intentions,Not Rated,Biography,1992,7.8,3000,Bille August,Ingmar Bergman,Samuel Fröler,Sweden,NA,1253106,SVT Drama,July,NA
The Public Eye,R,Crime,1992,6.5,3500,Howard Franklin,Howard Franklin,Joe Pesci,United States,15000000,3067917,Universal Pictures,October,-11932083
Article 99,R,Comedy,1992,6.1,3100,Howard Deutch,Ron Cutler,Ray Liotta,United States,18000000,6375979,Orion Pictures,March,-11624021
The Mambo Kings,R,Drama,1992,6.4,5200,Arne Glimcher,Oscar Hijuelos,Armand Assante,France,15500000,6742168,Alcor Films,February,-8757832
Into the West,PG,Adventure,1992,7,2800,Mike Newell,Jim Sheridan,Gabriel Byrne,Ireland,NA,4790801,Channel Four Films,September,NA
The Playboys,PG-13,Drama,1992,6.3,1100,Gillies MacKinnon,Shane Connaughton,Albert Finney,United States,NA,4906900,Green Umbrella Ltd.,April,NA
City of Joy,PG-13,Drama,1992,6.5,4900,Roland Joffé,Dominique Lapierre,Patrick Swayze,France,27000000,14683921,Allied Filmmakers,April,-12316079
Straight Talk,PG,Comedy,1992,5.8,3500,Barnet Kellman,Craig Bolotin,Dolly Parton,United States,NA,21202099,Hollywood Pictures,April,NA
Qing shao nian nuo zha,Not Rated,Crime,1992,7.6,4000,Ming-liang Tsai,Ming-liang Tsai,Chao-jung Chen,Taiwan,NA,28791,Central Motion Pictures,August,NA
Love Field,PG-13,Drama,1992,6.6,3800,Jonathan Kaplan,Don Roos,Michelle Pfeiffer,United States,18000000,1014726,Orion Pictures,February,-16985274
Mr. Saturday Night,R,Comedy,1992,5.9,4500,Billy Crystal,Billy Crystal,Billy Crystal,United States,43000000,13351357,Castle Rock Entertainment,September,-29648643
Twin Dragons,PG-13,Action,1992,6.5,11000,Ringo Lam,Barry Wong,Jackie Chan,Hong Kong,10000000,8359717,Golden Way Films Ltd.,April,-1640283
Aces: Iron Eagle III,R,Action,1992,3.7,2700,John Glen,Kevin Alyn Elders,Louis Gossett Jr.,United Kingdom,NA,2517600,Carolco Pictures,June,NA
The Living End,Unrated,Comedy,1992,6.5,2900,Gregg Araki,Gregg Araki,Mike Dytri,United States,22769,692585,Desperate Pictures,August,669816
Simple Men,R,Crime,1992,7.2,4100,Hal Hartley,Hal Hartley,Robert John Burke,Italy,3000000,143010,American Playhouse,November,-2856990
Guncrazy,R,Crime,1992,5.5,2200,Tamra Davis,Matthew Bright,Drew Barrymore,United States,800000,114516,Zeta Entertainment,September,-685484
Folks!,PG-13,Comedy,1992,5.7,2500,Ted Kotcheff,Robert Klane,Tom Selleck,United States,15000000,6132924,Penta Pictures,May,-8867076
Léolo,Not Rated,Comedy,1992,7.5,6700,Jean-Claude Lauzon,Jean-Claude Lauzon,Maxime Collin,Canada,NA,611703,Alliance Films Corporation,April,NA
Night and the City,R,Comedy,1992,5.8,4600,Irwin Winkler,Gerald Kersh,Robert De Niro,United States,20000000,6202756,Penta Films,October,-13797244
Whispers in the Dark,R,Drama,1992,5.6,2000,Christopher Crowe,Christopher Crowe,Annabella Sciorra,United States,18000000,11124511,Paramount Pictures,August,-6875489
Zebrahead,R,Drama,1992,6.3,1200,Anthony Drazan,Anthony Drazan,Michael Rapaport,United States,NA,1557771,Ixtlan,October,NA
Hyenas,Not Rated,Comedy,1992,7.4,1000,Djibril Diop Mambéty,Friedrich Dürrenmatt,Mansour Diouf,Switzerland,NA,24672,Thelma Film AG,April,NA
A Tale of Winter,Not Rated,Drama,1992,7.3,4400,Éric Rohmer,Éric Rohmer,Charlotte Véry,France,NA,52431,Compagnie Eric Rohmer (CER),January,NA
Man Trouble,PG-13,Comedy,1992,4.7,3000,Bob Rafelson,Carole Eastman,Jack Nicholson,United States,30000000,4096030,Penta Entertainment,July,-25903970
Laws of Gravity,R,Crime,1992,6.8,950,Nick Gomez,Nick Gomez,Peter Greene,United States,38000,NA,Island World,August,NA
Brain Donors,PG,Comedy,1992,7.1,4100,Dennis Dugan,Pat Proft,John Turturro,United States,NA,918239,Paramount Pictures,April,NA
Out on a Limb,PG,Comedy,1992,5.3,1600,Francis Veber,Daniel Goldin,Matthew Broderick,United States,NA,1659542,Interscope Communications,September,NA
Tetsuo II: Body Hammer,R,Action,1992,6.4,4200,Shin'ya Tsukamoto,Shin'ya Tsukamoto,Tomorô Taguchi,Japan,NA,NA,F2,August,NA
